resource_code,source_path,original_id,new_id,target_file,target_section_id,fallback
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148933998,PREALG-PMkLloCrnJ,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148935104,PREALG-tD7rbTNa2N,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,section
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148944647,PREALG-uYtS6DMPp4,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148957840,PREALG-FsK7uUIMUN,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148968242,PREALG-NWuYx1BIT4,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148968862,PREALG-ENTLfnsVMw,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148971696,PREALG-65vqqG5MhE,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148984716,PREALG-KaY1sq0qQj,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,section
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169148996331,PREALG-goVvlCNxUV,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149000052,PREALG-vSSaj2Qpry,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149003808,PREALG-JaLasEgDvs,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149006904,PREALG-LawvupHn8I,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149012708,PREALG-OcclO7X45S,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149029816,PREALG-tW15DYNeXx,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149095729,PREALG-zYEm3kzhOS,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149105200,PREALG-r7sDlx2w7c,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149114706,PREALG-mFWdvk1K4g,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149116201,PREALG-ZieZ1oPQpp,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149140677,PREALG-53PeEr3g2y,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,section
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149156285,PREALG-XCVAgrCuuS,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149172275,PREALG-MfedNi68SI,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149178429,PREALG-8pPFVBrmjk,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149222208,PREALG-V1M4OsAAnt,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149290498,PREALG-DrehSxTt7L,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149291553,PREALG-KnZ3k4sVFO,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149316122,PREALG-98HGP50rrL,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149329581,PREALG-f97siZwI2F,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149345703,PREALG-IXjvMNXtPi,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149346571,PREALG-xzxpoJOrXI,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-id1169149373645,PREALG-cYZVAXPj1D,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,example
PREALG,PREALG/modules/m81446/index.cnxml,fs-idm192177424,PREALG-O9qWavwJic,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-idm195134704,PREALG-TjERfkzKPs,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81446/index.cnxml,fs-idm201274352,PREALG-oFxt4Sr3FH,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-idm216696064,PREALG-hrqcqrHaO0,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,note
PREALG,PREALG/modules/m81446/index.cnxml,fs-idm274389648,PREALG-synV5MZflK,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/02-irrational-numbers/sec-rationalising-the-denominator.ptx,sec-rationalising-the-denominator-ref_1-prealg-m81446,exercise
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167822916231,PREALG-n4xSFRdoiG,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-exercise-prealg-fs-id1167836707345,exercise
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824732532,PREALG-jh7DS5lMip,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824735095,PREALG-8NzvziNudO,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824735884,PREALG-bY44ncX73q,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824736027,PREALG-fq6aIGJVrw,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824740960,PREALG-o5SFfFVTyA,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,example
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167824763423,PREALG-FIrtUE7CkW,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167825824208,PREALG-NIPgVBDepP,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167825830135,PREALG-jeDyjW7qKE,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,example
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167826025420,PREALG-L6aD2UD8ZH,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167826077082,PREALG-QbtyGm5oDE,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167826162738,PREALG-vly8j9ZhZ4,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,example
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167826212241,PREALG-0rzrZOFY2D,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,table
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829580517,PREALG-wCwMkRxfjr,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829586709,PREALG-6Bu7VPU2AW,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829619193,PREALG-mahUb6UCBK,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829620906,PREALG-geopGGbdps,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829685990,PREALG-ToTDzz6Jk8,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829690058,PREALG-6u5TJeoSKz,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829692551,PREALG-RfU7YY175y,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829695158,PREALG-MZisyZcKaj,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829695938,PREALG-cOkNO9KkU9,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829712766,PREALG-LbXMOwm4Zq,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829714248,PREALG-KnxvgP0C2a,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829719841,PREALG-jb8mAZNfZk,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,exercise
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829721061,PREALG-Til6agWs3K,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829739762,PREALG-zPX2LZ5qCz,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829746816,PREALG-OSJVoipKbU,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829753751,PREALG-AqWlmh1ebG,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829783604,PREALG-s58tg4n3Wf,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829785636,PREALG-wGdaRYcHUW,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829808815,PREALG-o8Z7GXMomT,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829810567,PREALG-k8cua1PaxV,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,table
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829811936,PREALG-ECIZmmkDt1,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829812037,PREALG-BKyOvG42e6,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829850979,PREALG-pcjklL4y4Y,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829853072,PREALG-TYJJd3wiJn,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,exercise
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829878093,PREALG-2YoWDPNtSM,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829879306,PREALG-XoagKMmOWP,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829906103,PREALG-ZLhGWA7IuL,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829906736,PREALG-HzpBdbmurt,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829908050,PREALG-pqtsWUCDhH,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829908075,PREALG-U3rIfT5HXS,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829924562,PREALG-0MvgyAUQ74,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,note
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167829942519,PREALG-mku85p7X2t,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167830013853,PREALG-sM2IWRQlIv,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167830077526,PREALG-f58onoCkvS,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167830123951,PREALG-2xZzSgnZDt,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,exercise
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167832926037,PREALG-jrX3iPSDNR,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167832999050,PREALG-JCm8IQwRsH,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167833004917,PREALG-C8H6OlBmKL,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,table
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167833009856,PREALG-o0QE26zHkq,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
PREALG,PREALG/modules/m81449/index.cnxml,fs-id1167833021195,PREALG-9kyb2M5r3R,/Users/Ben/BLH Documents/2026/Kenya 2026/Textbooks/book-builder/reference/01-quadratic-expressions-and-equations/sec-deriving-the-quadratic-formula.ptx,sec-deriving-the-quadratic-formula-ref_1-prealg-fs-id1167836664862,media
