collection_title,chapter_order,chapter_title,subcollection_path,module_order,module_id,module_title,row_type,section_order,section_level,section_id,section_title,source_path,resource
precalculus-2e,,,,1,m50919,Preface,section,15,3,eip-802,Examples,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,16,3,eip-236,Figures,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,17,3,eip-22,Supporting Features,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,18,3,eip-166,Section Exercises,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,19,3,eip-82,Chapter Review Features,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,20,2,sect-00004,Answers to Questions in the Book,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,21,1,eip-299,Additional Resources,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,22,2,eip-827,Student and Instructor Resources,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,23,2,eip-924,Community Hubs,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,24,2,sect-00003,Technology partners,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,25,1,fs-id1166812582991,About the Authors,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,26,2,eip-679,Senior Contributing Author,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,27,2,eip-528,Contributing Authors,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,,,,1,m50919,Preface,section,28,2,eip-956,Faculty Reviewers and Consultants,PRECALC/modules/m50919/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m50919/index.cnxml
precalculus-2e,1,Functions,Functions,1,m49299,Introduction to Functions,module,,,,,PRECALC/modules/m49299/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49299/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,module,,,,,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,1,1,fs-id1165133394710,Determining Whether a Relation Represents a Function,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,2,2,fs-id1165134474160,Using Function Notation,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,3,2,fs-id1165137804204,Representing Functions Using Tables,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,4,1,fs-id1165137503241,Finding Input and Output Values of a Function,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,5,2,fs-id1165137425943,Evaluation of Functions in Algebraic Forms,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,6,2,fs-id1165137591827,Evaluating Functions Expressed in Formulas,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,7,2,fs-id1165137648450,Evaluating a Function Given in Tabular Form,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,8,2,fs-id1165135696152,Finding Function Values from a Graph,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,9,1,fs-id1165135422920,Determining Whether a Function is One-to-One,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,10,1,fs-id1165135435781,Using the Vertical Line Test,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,11,1,fs-id1165137610952,Using the Horizontal Line Test,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,12,1,fs-id1165135545919,Identifying Basic Toolkit Functions,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,13,1,fs-id1165135203679,Key Equations,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,14,1,fs-id1165137692068,Key Concepts,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,15,1,fs-id1165137737761,Section Exercises,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,16,2,fs-id1165137432988,Verbal,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,17,2,fs-id1165134080937,Algebraic,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,18,2,fs-id1165135664071,Graphical,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,19,2,fs-id1165135342204,Numeric,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,20,2,fs-id1165134373511,Technology,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,2,m49301,Functions and Function Notation,section,21,2,fs-id1165135580349,Real-World Applications,PRECALC/modules/m49301/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49301/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,module,,,,,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,1,1,fs-id1165135193832,Finding the Domain of a Function Defined by an Equation,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,2,1,fs-id1165137677916,Using Notations to Specify Domain and Range,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,3,1,fs-id1165137653855,Finding Domain and Range from Graphs,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,4,1,fs-id1165134384565,Finding Domains and Ranges of the Toolkit Functions,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,5,1,fs-id1165135440477,Graphing Piecewise-Defined Functions,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,6,1,fs-id1165134077347,Key Concepts,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,7,1,fs-id1165135176628,Section Exercises,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,8,2,fs-id1165135172218,Verbal,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,9,2,fs-id1165137771069,Algebraic,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,10,2,fs-id1165137580833,Graphical,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,11,2,fs-id1165134118450,Numeric,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,12,2,fs-id1165135194497,Technology,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,13,2,fs-id1165137733672,Extension,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,14,2,fs-id1165137832031,Real-World Applications,PRECALC/modules/m49304/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,module,,,,,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,1,1,fs-id1165137645483,Finding the Average Rate of Change of a Function,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,2,1,fs-id1165135440486,"Using a Graph to Determine Where a Function is Increasing, Decreasing, or Constant",PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,3,1,fs-id1165134544960,Analyzing the Toolkit Functions for Increasing or Decreasing Intervals,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,4,1,fs-id1165134381626,Use A Graph to Locate the Absolute Maximum and Absolute Minimum,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,5,1,fs-id1165135541564,Key Equations,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,6,1,fs-id1165135481945,Key Concepts,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,7,1,fs-id1165135457748,Section Exercises,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,8,2,fs-id1165135457752,Verbal,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,9,2,fs-id1165134259215,Algebraic,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,10,2,fs-id1165135409367,Graphical,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,11,2,fs-id1165134043819,Numeric,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,12,2,fs-id1165135347321,Technology,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,13,2,fs-id1165135536251,Extension,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,14,2,fs-id1165134151836,Real-World Applications,PRECALC/modules/m49306/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,module,,,,,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,1,1,fs-id1165135176393,Combining Functions Using Algebraic Operations,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,2,1,fs-id1165135690697,Create a Function by Composition of Functions,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,3,1,fs-id1165137560475,Evaluating Composite Functions,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,4,2,fs-id1165137760886,Evaluating Composite Functions Using Tables,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,5,2,fs-id1165137756068,Evaluating Composite Functions Using Graphs,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,6,2,fs-id1165137452389,Evaluating Composite Functions Using Formulas,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,7,1,fs-id1165135567444,Finding the Domain of a Composite Function,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,8,1,fs-id1165137425738,Decomposing a Composite Function into its Component Functions,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,9,1,fs-id1165135388428,Key Equation,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,10,1,fs-id1165137768015,Key Concepts,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,11,1,fs-id1165137611819,Section Exercises,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,12,2,fs-id1165135322014,Verbal,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,13,2,fs-id1165137407457,Algebraic,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,14,2,fs-id1165134250814,Graphical,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,15,2,fs-id1165137413913,Numeric,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,16,2,fs-id1165137812338,Extensions,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,17,2,fs-id1165135341286,Real-World Applications,PRECALC/modules/m49308/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,module,,,,,PRECALC/modules/m49312/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,1,1,fs-id1165137827988,Graphing Functions Using Vertical and Horizontal Shifts,PRECALC/modules/m49312/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,2,2,fs-id1165137535664,Identifying Vertical Shifts,PRECALC/modules/m49312/index.cnxml,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/adapted-works/PRECALC/modules/m49312/index.cnxml
